what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326261662025
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326261671139
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1326261702492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326261713372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326261734640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261746673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261746749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261746783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261748984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261749059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261749318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261761724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261761819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261771939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261772013
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261787524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261787620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261795798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326261801030
